SubjectName,kominato_yobi
Date,20241119
InputMethod,Touch
Radius,800
All Task Orders:
3,7,2,6,1,5,9,4,8
2,7,3,8,4,9,5,1,6
8,3,7,2,6,1,5,9,4
7,3,8,4,9,5,1,6,2
8,4,9,5,1,6,2,7,3
4,8,3,7,2,6,1,5,9
4,9,5,1,6,2,7,3,8
9,5,1,6,2,7,3,8,4
2,6,1,5,9,4,8,3,7
9,4,8,3,7,2,6,1,5
5,1,6,2,7,3,8,4,9
4,8,3,7,2,6,1,5,9
6,2,7,3,8,4,9,5,1
3,8,4,9,5,1,6,2,7
5,1,6,2,7,3,8,4,9
1,5,9,4,8,3,7,2,6
8,4,9,5,1,6,2,7,3
3,8,4,9,5,1,6,2,7
4,9,5,1,6,2,7,3,8
5,9,4,8,3,7,2,6,1
2,6,1,5,9,4,8,3,7
1,6,2,7,3,8,4,9,5
8,3,7,2,6,1,5,9,4
9,5,1,6,2,7,3,8,4
2,7,3,8,4,9,5,1,6
6,1,5,9,4,8,3,7,2
7,2,6,1,5,9,4,8,3
1,5,9,4,8,3,7,2,6
1,6,2,7,3,8,4,9,5
7,3,8,4,9,5,1,6,2
6,1,5,9,4,8,3,7,2
5,9,4,8,3,7,2,6,1
6,2,7,3,8,4,9,5,1
7,2,6,1,5,9,4,8,3
3,7,2,6,1,5,9,4,8
9,4,8,3,7,2,6,1,5
